Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Name
9.0,1.0,0.8,2.7,Cupressus sempervirens
6.0,1.0,0.8,1.8,Cupressus sempervirens
6.0,3.0,7.1,1.8,Fraxinus excelsior
4.0,2.0,3.1,1.2,Fraxinus excelsior
6.0,5.0,19.6,1.8,Fraxinus excelsior
6.0,3.0,7.1,1.8,Fraxinus ornus
7.0,8.0,50.3,2.1,Acer pseudoplatanus
7.0,5.0,19.6,2.1,Acer pseudoplatanus
10.0,8.0,50.3,3.0,Acer pseudoplatanus
12.0,10.0,78.5,3.6,Acer pseudoplatanus
8.0,6.0,28.3,2.4,Acer pseudoplatanus
6.0,3.0,7.1,1.8,Carpinus betulus
6.0,2.0,3.1,1.8,Carpinus betulus
6.0,3.0,7.1,1.8,Carpinus betulus
7.0,6.0,28.3,2.1,Celtis australis
6.0,4.0,12.6,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
5.0,2.5,4.9,1.5,Tilia cordata
6.0,4.5,15.9,1.8,Tilia cordata
5.0,3.0,7.1,1.5,Tilia cordata
4.0,1.5,1.8,1.2,Tilia cordata
5.5,5.0,19.6,1.7,Tilia cordata
4.5,4.0,12.6,1.3,Tilia cordata
3.5,1.5,1.8,1.0,Tilia cordata
4.0,2.0,3.1,1.2,Tilia cordata
3.0,1.0,0.8,0.9,Tilia cordata
4.0,2.0,3.1,1.2,Tilia cordata
3.5,1.5,1.8,1.0,Tilia cordata
3.5,1.5,1.8,1.0,Tilia cordata
3.5,1.5,1.8,1.0,Tilia cordata
4.0,4.0,12.6,1.2,Tilia cordata
4.5,5.0,19.6,1.3,Tilia cordata
4.0,1.0,0.8,1.2,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
4.0,1.5,1.8,1.2,Tilia cordata
4.0,3.0,7.1,1.2,Tilia cordata
4.0,3.0,7.1,1.2,Tilia cordata
4.5,4.0,12.6,1.3,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
3.0,1.0,0.8,0.9,Tilia cordata
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia
4.0,2.5,4.9,1.2,Tilia
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
7.0,4.0,12.6,2.1,Pinus sylvestris
6.0,6.0,28.3,1.8,Celtis australis
4.5,4.0,12.6,1.3,Parrotia persica
5.0,4.0,12.6,1.5,Parrotia persica
6.0,5.0,19.6,1.8,Parrotia persica
6.0,5.0,19.6,1.8,Parrotia persica
6.0,5.0,19.6,1.8,Parrotia persica
9.0,5.0,19.6,2.7,Cercis siliquastrum
8.0,5.0,19.6,2.4,Cercis siliquastrum
8.0,5.0,19.6,2.4,Cercis siliquastrum
5.0,4.0,12.6,1.5,Ostrya carpinifolia
6.0,5.0,19.6,1.8,Ostrya carpinifolia
8.0,8.0,50.3,2.4,Ostrya carpinifolia
5.0,4.0,12.6,1.5,Quercus robur
6.0,6.0,28.3,1.8,Quercus robur
5.0,4.0,12.6,1.5,Quercus robur
2.5,3.0,7.1,0.8,Quercus robur
5.0,4.0,12.6,1.5,Quercus robur
2.5,3.0,7.1,0.8,Quercus robur
3.5,7.0,38.5,1.0,Quercus robur
2.5,3.0,7.1,0.8,Quercus robur
2.5,2.5,4.9,0.8,Quercus robur
7.0,7.0,38.5,2.1,Quercus robur
7.0,7.0,38.5,2.1,Quercus robur
6.0,6.0,28.3,1.8,Quercus robur
4.0,6.0,28.3,1.2,Quercus robur
8.0,8.0,50.3,2.4,Quercus robur
8.0,8.0,50.3,2.4,Quercus robur
7.0,6.0,28.3,2.1,Quercus robur
6.5,6.0,28.3,1.9,Quercus robur
4.0,7.0,38.5,1.2,Quercus robur
5.0,6.0,28.3,1.5,Quercus robur
8.0,7.0,38.5,2.4,Quercus robur
4.0,4.0,12.6,1.2,Quercus robur
4.0,3.0,7.1,1.2,Quercus robur
8.0,8.0,50.3,2.4,Quercus robur
5.0,4.0,12.6,1.5,Quercus robur
6.0,8.0,50.3,1.8,Juglans nigra
4.0,4.0,12.6,1.2,Fraxinus excelsior
5.0,3.0,7.1,1.5,Cercis siliquastrum
4.5,2.5,4.9,1.3,Carpinus betulus
5.0,2.0,3.1,1.5,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
5.0,2.0,3.1,1.5,Carpinus betulus
5.0,2.0,3.1,1.5,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
5.0,2.0,3.1,1.5,Carpinus betulus
2.5,2.0,3.1,0.8,Carpinus betulus
4.5,2.0,3.1,1.3,Carpinus betulus
5.0,3.0,7.1,1.5,Carpinus betulus
5.0,3.0,7.1,1.5,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.0,3.1,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.0,3.1,1.3,Carpinus betulus
4.5,3.0,7.1,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,3.0,7.1,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.0,3.1,1.3,Carpinus betulus
5.0,2.0,3.1,1.5,Carpinus betulus
4.5,2.0,3.1,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
5.0,2.0,3.1,1.5,Carpinus betulus
5.0,7.0,38.5,1.5,Morus alba
6.0,6.0,28.3,1.8,Morus alba
5.0,5.0,19.6,1.5,Morus alba
4.5,4.5,15.9,1.3,Morus alba
5.0,5.0,19.6,1.5,Morus alba
5.0,5.0,19.6,1.5,Morus alba
6.0,6.0,28.3,1.8,Morus alba
5.0,5.0,19.6,1.5,Morus alba
6.0,6.0,28.3,1.8,Morus alba
3.5,1.5,1.8,1.0,Morus alba
3.5,1.5,1.8,1.0,Morus alba
4.5,4.5,15.9,1.3,Morus alba
4.5,4.5,15.9,1.3,Morus alba
4.5,4.0,12.6,1.3,Morus alba
4.5,4.0,12.6,1.3,Morus alba
4.5,4.0,12.6,1.3,Morus alba
4.5,5.0,19.6,1.3,Morus alba
5.0,7.0,38.5,1.5,Morus alba
5.0,7.0,38.5,1.5,Morus alba
5.0,7.0,38.5,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,7.0,38.5,1.5,Morus alba
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
5.0,4.0,12.6,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,4.0,12.6,1.5,Celtis australis
5.0,4.0,12.6,1.5,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
5.0,3.5,9.6,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
5.0,5.0,19.6,1.5,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
4.5,3.0,7.1,1.3,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,3.0,7.1,1.5,Celtis australis
5.0,4.0,12.6,1.5,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
4.0,3.0,7.1,1.2,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
7.0,5.0,19.6,2.1,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
7.0,6.0,28.3,2.1,Celtis australis
4.0,1.5,1.8,1.2,Celtis australis
4.0,1.5,1.8,1.2,Celtis australis
5.0,4.0,12.6,1.5,Celtis australis
5.0,4.0,12.6,1.5,Celtis australis
4.0,1.5,1.8,1.2,Celtis australis
5.0,4.0,12.6,1.5,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
4.0,4.0,12.6,1.2,Tilia cordata
4.0,2.5,4.9,1.2,Tilia cordata
6.0,4.5,15.9,1.8,Tilia cordata
4.5,1.0,0.8,1.3,Tilia cordata
4.5,1.0,0.8,1.3,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
4.0,1.0,0.8,1.2,Tilia cordata
4.0,1.5,1.8,1.2,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
3.5,2.0,3.1,1.0,Tilia cordata
4.0,4.5,15.9,1.2,Tilia cordata
4.0,1.5,1.8,1.2,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
4.0,1.5,1.8,1.2,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
5.0,2.5,4.9,1.5,Celtis australis
6.0,6.0,28.3,1.8,Celtis australis
6.0,6.0,28.3,1.8,Celtis australis
8.0,6.0,28.3,2.4,Celtis australis
4.0,3.0,7.1,1.2,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
5.0,3.0,7.1,1.5,Tilia cordata
4.5,3.0,7.1,1.3,Carpinus betulus
4.5,3.0,7.1,1.3,Carpinus betulus
5.0,2.5,4.9,1.5,Carpinus betulus
5.0,3.0,7.1,1.5,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
4.5,2.5,4.9,1.3,Carpinus betulus
5.0,2.0,3.1,1.5,Carpinus betulus
5.0,3.0,7.1,1.5,Platanus x hispanica
7.0,6.0,28.3,2.1,Platanus x hispanica
7.0,6.0,28.3,2.1,Platanus x hispanica
7.0,6.0,28.3,2.1,Platanus x hispanica
7.0,6.0,28.3,2.1,Platanus x hispanica
5.0,3.0,7.1,1.5,Platanus x hispanica
8.0,6.0,28.3,2.4,Platanus x hispanica
13.0,10.0,78.5,3.9,Platanus x hispanica
12.0,10.0,78.5,3.6,Platanus x hispanica
11.0,8.0,50.3,3.3,Platanus x hispanica
6.0,1.5,1.8,1.8,Platanus x hispanica
12.0,10.0,78.5,3.6,Platanus x hispanica
11.0,9.0,63.6,3.3,Platanus x hispanica
12.0,10.0,78.5,3.6,Platanus x hispanica
11.0,9.0,63.6,3.3,Platanus x hispanica
12.0,11.0,95.0,3.6,Platanus x hispanica
8.0,5.5,23.8,2.4,Platanus x hispanica
4.0,1.0,0.8,1.2,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
6.0,4.0,12.6,1.8,Celtis australis
10.0,9.0,63.6,3.0,Platanus x hispanica
12.0,10.0,78.5,3.6,Platanus x hispanica
12.0,10.0,78.5,3.6,Platanus x hispanica
8.0,7.0,38.5,2.4,Platanus x hispanica
8.0,8.0,50.3,2.4,Platanus x hispanica
11.0,8.0,50.3,3.3,Platanus x hispanica
11.0,9.0,63.6,3.3,Platanus x hispanica
11.0,9.0,63.6,3.3,Platanus x hispanica
10.0,8.0,50.3,3.0,Platanus x hispanica
12.0,11.0,95.0,3.6,Platanus x hispanica
11.0,10.0,78.5,3.3,Platanus x hispanica
7.0,7.0,38.5,2.1,Platanus x hispanica
10.0,8.0,50.3,3.0,Tilia cordata
10.0,8.0,50.3,3.0,Tilia cordata
7.0,4.0,12.6,2.1,Tilia cordata
7.0,4.0,12.6,2.1,Tilia cordata
7.0,6.0,28.3,2.1,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
6.0,6.0,28.3,1.8,Tilia cordata
7.0,6.0,28.3,2.1,Tilia cordata
7.0,7.0,38.5,2.1,Tilia cordata
8.0,7.0,38.5,2.4,Tilia cordata
4.0,1.0,0.8,1.2,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
5.0,1.5,1.8,1.5,Tilia cordata
6.0,2.5,4.9,1.8,Tilia cordata
2.5,1.0,0.8,0.8,Tilia cordata
4.5,4.0,12.6,1.3,Tilia cordata
4.0,2.0,3.1,1.2,Tilia cordata
4.0,2.0,3.1,1.2,Tilia cordata
6.5,4.0,12.6,1.9,Tilia cordata
4.0,1.5,1.8,1.2,Tilia cordata
5.5,5.0,19.6,1.7,Tilia cordata
5.5,6.0,28.3,1.7,Tilia cordata
4.0,1.0,0.8,1.2,Tilia cordata
4.0,1.0,0.8,1.2,Tilia cordata
6.0,6.0,28.3,1.8,Tilia cordata
5.5,5.0,19.6,1.7,Tilia cordata
4.0,1.0,0.8,1.2,Tilia cordata
4.0,1.5,1.8,1.2,Tilia cordata
4.0,1.5,1.8,1.2,Tilia cordata
5.0,5.0,19.6,1.5,Tilia cordata
5.0,5.0,19.6,1.5,Tilia cordata
4.0,3.0,7.1,1.2,Tilia cordata
4.0,4.0,12.6,1.2,Tilia cordata
6.0,6.0,28.3,1.8,Tilia platyphyllos
4.0,4.0,12.6,1.2,Tilia platyphyllos
6.0,5.0,19.6,1.8,Tilia platyphyllos
7.0,6.0,28.3,2.1,Tilia platyphyllos
6.0,6.0,28.3,1.8,Tilia platyphyllos
5.0,3.0,7.1,1.5,Tilia platyphyllos
7.0,6.0,28.3,2.1,Tilia platyphyllos
6.0,4.0,12.6,1.8,Tilia platyphyllos
6.0,4.0,12.6,1.8,Tilia platyphyllos
3.5,3.0,7.1,1.0,Tilia platyphyllos
3.5,3.0,7.1,1.0,Tilia platyphyllos
5.0,5.0,19.6,1.5,Tilia platyphyllos
3.5,2.5,4.9,1.0,Tilia platyphyllos
4.0,4.0,12.6,1.2,Tilia platyphyllos
5.0,5.0,19.6,1.5,Tilia platyphyllos
5.0,5.0,19.6,1.5,Tilia platyphyllos
5.0,5.0,19.6,1.5,Tilia platyphyllos
7.0,7.0,38.5,2.1,Tilia platyphyllos
7.0,7.0,38.5,2.1,Tilia platyphyllos
7.0,6.0,28.3,2.1,Tilia platyphyllos
6.0,7.0,38.5,1.8,Fraxinus excelsior
6.0,6.0,28.3,1.8,Fraxinus excelsior
5.0,5.0,19.6,1.5,Fraxinus excelsior
8.0,8.0,50.3,2.4,Fraxinus excelsior
6.5,6.0,28.3,1.9,Fraxinus excelsior
7.0,7.0,38.5,2.1,Fraxinus excelsior
8.0,7.0,38.5,2.4,Fraxinus excelsior
8.0,7.0,38.5,2.4,Fraxinus excelsior
8.0,6.0,28.3,2.4,Fraxinus excelsior
8.0,7.0,38.5,2.4,Fraxinus excelsior
7.0,6.0,28.3,2.1,Fraxinus excelsior
6.0,5.0,19.6,1.8,Fraxinus excelsior
7.0,7.0,38.5,2.1,Fraxinus excelsior
6.0,5.0,19.6,1.8,Fraxinus excelsior
7.0,6.0,28.3,2.1,Fraxinus excelsior
6.5,6.0,28.3,1.9,Fraxinus excelsior
6.0,5.0,19.6,1.8,Fraxinus excelsior
4.0,1.5,1.8,1.2,Fraxinus excelsior
4.0,1.5,1.8,1.2,Fraxinus excelsior
5.0,2.5,4.9,1.5,Platanus x hispanica
5.0,2.5,4.9,1.5,Platanus x hispanica
6.0,2.0,3.1,1.8,Platanus x hispanica
6.0,2.0,3.1,1.8,Platanus x hispanica
5.0,1.5,1.8,1.5,Platanus x hispanica
6.0,2.0,3.1,1.8,Platanus x hispanica
6.0,2.0,3.1,1.8,Platanus x hispanica
7.0,3.0,7.1,2.1,Platanus x hispanica
7.0,3.0,7.1,2.1,Platanus x hispanica
7.0,3.0,7.1,2.1,Platanus x hispanica
4.0,2.5,4.9,1.2,Platanus x hispanica
6.0,2.5,4.9,1.8,Platanus x hispanica
5.0,3.0,7.1,1.5,Platanus x hispanica
5.0,3.0,7.1,1.5,Platanus x hispanica
6.0,3.0,7.1,1.8,Platanus x hispanica
6.0,3.0,7.1,1.8,Platanus x hispanica
6.0,3.0,7.1,1.8,Platanus x hispanica
6.0,2.5,4.9,1.8,Platanus x hispanica
6.0,2.5,4.9,1.8,Platanus x hispanica
6.0,2.5,4.9,1.8,Platanus x hispanica
7.0,3.0,7.1,2.1,Platanus x hispanica
7.0,3.0,7.1,2.1,Platanus x hispanica
7.0,3.0,7.1,2.1,Platanus x hispanica
6.0,2.5,4.9,1.8,Platanus x hispanica
7.0,3.0,7.1,2.1,Platanus x hispanica
7.0,3.0,7.1,2.1,Platanus x hispanica
6.0,6.0,28.3,1.8,Prunus serrulata
6.0,3.0,7.1,1.8,Platanus x hispanica
6.0,3.0,7.1,1.8,Platanus x hispanica
6.0,3.0,7.1,1.8,Platanus x hispanica
6.0,6.0,28.3,1.8,Prunus serrulata
6.0,6.0,28.3,1.8,Prunus serrulata
6.0,6.0,28.3,1.8,Prunus serrulata
6.0,6.0,28.3,1.8,Prunus serrulata
5.0,3.0,7.1,1.5,Acer campestre
5.0,4.0,12.6,1.5,Acer campestre
6.0,3.0,7.1,1.8,Fraxinus ornus
5.0,2.0,3.1,1.5,Fraxinus ornus
5.0,2.0,3.1,1.5,Fraxinus ornus
5.0,2.0,3.1,1.5,Fraxinus ornus
6.0,3.0,7.1,1.8,Fraxinus ornus
6.0,4.0,12.6,1.8,Fraxinus ornus
6.0,3.0,7.1,1.8,Koelreuteria paniculata
2.0,2.0,3.1,0.6,Malus
6.0,4.0,12.6,1.8,Metasequoia glyptostroboides
6.0,4.0,12.6,1.8,Metasequoia glyptostroboides
4.0,3.0,7.1,1.2,Morus nigra
4.0,3.0,7.1,1.2,Morus nigra
4.0,3.0,7.1,1.2,Morus nigra
4.0,2.0,3.1,1.2,Morus nigra
6.0,2.5,4.9,1.8,Ostrya carpinifolia
6.0,3.0,7.1,1.8,Ostrya carpinifolia
8.0,6.0,28.3,2.4,Pinus nigra
8.0,6.0,28.3,2.4,Pinus nigra
6.0,5.0,19.6,1.8,Pinus nigra
6.0,5.0,19.6,1.8,Pinus nigra
7.0,5.0,19.6,2.1,Pinus nigra
6.0,4.0,12.6,1.8,Pinus nigra
6.0,4.0,12.6,1.8,Pinus nigra
7.0,5.0,19.6,2.1,Pinus nigra
7.0,6.0,28.3,2.1,Pinus nigra
6.0,5.0,19.6,1.8,Pinus nigra
6.0,5.0,19.6,1.8,Pinus nigra
6.0,5.0,19.6,1.8,Pinus nigra
12.0,6.0,28.3,3.6,Populus nigra
12.0,6.0,28.3,3.6,Populus nigra
12.0,6.0,28.3,3.6,Populus nigra
12.0,6.0,28.3,3.6,Populus nigra
12.0,5.0,19.6,3.6,Populus nigra
12.0,5.0,19.6,3.6,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
4.0,4.0,12.6,1.2,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
5.0,4.0,12.6,1.5,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
3.5,4.0,12.6,1.0,Prunus avium
3.5,4.0,12.6,1.0,Prunus avium
3.5,4.0,12.6,1.0,Prunus avium
3.5,4.0,12.6,1.0,Prunus avium
3.5,4.0,12.6,1.0,Prunus avium
3.5,4.0,12.6,1.0,Prunus avium
3.5,4.0,12.6,1.0,Prunus avium
3.5,4.0,12.6,1.0,Prunus avium
