Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Name
11.0,5.0,19.6,3.3,Pinus nigra
11.0,4.0,12.6,3.3,Pinus nigra
9.0,5.0,19.6,2.7,Picea abies
7.0,3.0,7.1,2.1,Pinus nigra
15.0,4.0,12.6,4.5,Betula nigra
15.0,4.0,12.6,4.5,Betula nigra
15.0,4.0,12.6,4.5,Betula nigra
4.0,1.0,0.8,1.2,Betula nigra
9.0,4.0,12.6,2.7,Betula nigra
7.0,3.0,7.1,2.1,Betula nigra
8.0,5.0,19.6,2.4,Betula nigra
12.0,4.0,12.6,3.6,Picea abies
6.0,3.0,7.1,1.8,Picea abies
5.0,1.0,0.8,1.5,Picea abies
12.0,6.0,28.3,3.6,Picea abies
5.0,1.0,0.8,1.5,Picea abies
5.0,1.0,0.8,1.5,Picea abies
5.0,1.0,0.8,1.5,Picea abies
13.0,5.0,19.6,3.9,Pinus nigra
13.0,5.0,19.6,3.9,Pinus nigra
13.0,4.0,12.6,3.9,Pinus nigra
13.0,4.0,12.6,3.9,Pinus nigra
5.0,2.0,3.1,1.5,Betula nigra
8.0,4.0,12.6,2.4,Betula nigra
12.0,6.0,28.3,3.6,Betula nigra
6.0,3.0,7.1,1.8,Betula nigra
7.0,3.0,7.1,2.1,Betula nigra
7.0,3.0,7.1,2.1,Betula nigra
12.0,5.0,19.6,3.6,Betula nigra
11.0,6.0,28.3,3.3,Betula nigra
11.0,6.0,28.3,3.3,Betula nigra
9.0,4.0,12.6,2.7,Betula nigra
12.0,3.0,7.1,3.6,Betula nigra
5.0,6.0,28.3,1.5,Prunus avium
4.0,5.0,19.6,1.2,Prunus avium
4.0,5.0,19.6,1.2,Prunus avium
5.0,4.0,12.6,1.5,Fraxinus angustifolia
5.0,4.0,12.6,1.5,Fraxinus angustifolia
3.0,4.0,12.6,0.9,Acer monspessulanum
5.0,4.0,12.6,1.5,Acer pseudoplatanus
5.0,3.0,7.1,1.5,Acer pseudoplatanus
5.0,4.0,12.6,1.5,Fraxinus angustifolia
8.0,6.0,28.3,2.4,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Fraxinus angustifolia
7.0,5.0,19.6,2.1,Liriodendron tulipifera
7.0,4.0,12.6,2.1,Liriodendron tulipifera
5.0,3.0,7.1,1.5,Liquidambar styraciflua
5.0,3.0,7.1,1.5,Liquidambar styraciflua
8.0,8.0,50.3,2.4,Robinia pseudoacacia
6.0,8.0,50.3,1.8,Tilia x europaea
6.0,8.0,50.3,1.8,Tilia x europaea
3.0,1.0,0.8,0.9,Quercus ilex
3.0,1.0,0.8,0.9,Quercus ilex
3.0,1.0,0.8,0.9,Quercus ilex
3.0,1.0,0.8,0.9,Quercus ilex
3.0,1.0,0.8,0.9,Quercus ilex
3.0,1.0,0.8,0.9,Quercus ilex
3.0,1.0,0.8,0.9,Quercus ilex
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
18.0,7.0,38.5,5.4,Robinia pseudoacacia
5.0,3.0,7.1,1.5,Quercus ilex
12.0,5.0,19.6,3.6,Tilia x europaea
5.0,3.0,7.1,1.5,Quercus ilex
8.0,5.0,19.6,2.4,Tilia x europaea
9.0,6.0,28.3,2.7,Ginkgo biloba
9.0,6.0,28.3,2.7,Ginkgo biloba
8.0,5.0,19.6,2.4,Tilia x europaea
15.0,11.0,95.0,4.5,Robinia pseudoacacia
10.0,6.0,28.3,3.0,Tilia x europaea
9.0,7.0,38.5,2.7,Robinia pseudoacacia
15.0,5.0,19.6,4.5,Robinia pseudoacacia
15.0,5.0,19.6,4.5,Robinia pseudoacacia
9.0,6.0,28.3,2.7,Robinia pseudoacacia
9.0,6.0,28.3,2.7,Robinia pseudoacacia
9.0,5.0,19.6,2.7,Prunus avium
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
9.0,6.0,28.3,2.7,Acer pseudoplatanus
7.0,2.0,3.1,2.1,Acer pseudoplatanus
4.0,2.0,3.1,1.2,Carpinus betulus
14.0,7.0,38.5,4.2,Pterocarya rhoifolia
11.0,7.0,38.5,3.3,Robinia pseudoacacia
11.0,6.0,28.3,3.3,Robinia pseudoacacia
11.0,6.0,28.3,3.3,Robinia pseudoacacia
5.0,1.0,0.8,1.5,Cupressus sempervirens
5.0,1.0,0.8,1.5,Cupressus sempervirens
5.0,1.0,0.8,1.5,Cupressus sempervirens
11.0,6.0,28.3,3.3,Robinia pseudoacacia
6.0,3.0,7.1,1.8,Prunus avium
11.0,6.0,28.3,3.3,Robinia pseudoacacia
3.0,6.0,28.3,0.9,Robinia pseudoacacia
13.0,4.0,12.6,3.9,Robinia pseudoacacia
13.0,8.0,50.3,3.9,Celtis australis
13.0,4.0,12.6,3.9,Robinia pseudoacacia
11.0,3.0,7.1,3.3,Robinia pseudoacacia
5.0,1.0,0.8,1.5,Robinia pseudoacacia
6.0,3.0,7.1,1.8,Robinia pseudoacacia
16.0,5.0,19.6,4.8,Pterocarya rhoifolia
6.0,3.0,7.1,1.8,Robinia pseudoacacia
11.0,4.0,12.6,3.3,Robinia pseudoacacia
14.0,9.0,63.6,4.2,Robinia pseudoacacia
20.0,2.0,3.1,6.0,Populus nigra
18.0,1.0,0.8,5.4,Populus nigra
14.0,9.0,63.6,4.2,Robinia pseudoacacia
6.0,5.0,19.6,1.8,Tilia x europaea
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
14.0,4.0,12.6,4.2,Robinia pseudoacacia
14.0,4.0,12.6,4.2,Robinia pseudoacacia
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
14.0,4.0,12.6,4.2,Robinia pseudoacacia
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Acer campestre
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
4.0,4.0,12.6,1.2,Fraxinus americana
4.0,4.0,12.6,1.2,Fraxinus americana
6.0,6.0,28.3,1.8,Sophora japonica
8.0,3.0,7.1,2.4,Populus nigra
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Juglans nigra
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Corylus colurna
5.0,3.0,7.1,1.5,Corylus colurna
6.0,7.0,38.5,1.8,Ulmus glabra
6.0,7.0,38.5,1.8,Morus alba
4.0,4.0,12.6,1.2,Fraxinus americana
4.0,4.0,12.6,1.2,Fraxinus americana
4.0,2.0,3.1,1.2,Quercus ilex
13.0,8.0,50.3,3.9,Populus alba
4.0,2.0,3.1,1.2,Tilia x europaea
4.0,2.0,3.1,1.2,Davidia involucrata
13.0,8.0,50.3,3.9,Populus alba
4.0,2.0,3.1,1.2,Quercus ilex
4.0,2.0,3.1,1.2,Ginkgo biloba
4.0,2.0,3.1,1.2,Ginkgo biloba
4.0,2.0,3.1,1.2,Prunus avium
4.0,2.0,3.1,1.2,Acer platanoides
4.0,2.0,3.1,1.2,Fraxinus excelsior
4.0,2.0,3.1,1.2,Fraxinus excelsior
4.0,2.0,3.1,1.2,Acer platanoides
4.0,2.0,3.1,1.2,Tilia x europaea
4.0,2.0,3.1,1.2,Prunus
4.0,2.0,3.1,1.2,Davidia involucrata
5.0,3.0,7.1,1.5,Ostrya carpinifolia
4.0,6.0,28.3,1.2,Acer campestre
4.0,6.0,28.3,1.2,Acer campestre
4.0,6.0,28.3,1.2,Acer campestre
6.0,2.0,3.1,1.8,Tilia x europaea
6.0,2.0,3.1,1.8,Tilia x europaea
6.0,2.0,3.1,1.8,Parrotia persica
6.0,2.0,3.1,1.8,Parrotia persica
5.0,6.0,28.3,1.5,Ostrya carpinifolia
5.0,6.0,28.3,1.5,Ostrya carpinifolia
5.0,6.0,28.3,1.5,Ostrya carpinifolia
4.0,2.0,3.1,1.2,Betula
4.0,2.0,3.1,1.2,Betula pendula
4.0,2.0,3.1,1.2,Betula pendula
6.0,7.0,38.5,1.8,Fraxinus excelsior
6.0,7.0,38.5,1.8,Fraxinus excelsior
6.0,7.0,38.5,1.8,Fraxinus excelsior
6.0,3.0,7.1,1.8,Betula pendula
6.0,3.0,7.1,1.8,Betula pendula
15.0,7.0,38.5,4.5,Populus alba
6.0,3.0,7.1,1.8,Betula pendula
6.0,3.0,7.1,1.8,Betula pendula
6.0,3.0,7.1,1.8,Acer campestre
6.0,3.0,7.1,1.8,Acer campestre
6.0,3.0,7.1,1.8,Acer campestre
6.0,4.0,12.6,1.8,Prunus avium
6.0,5.0,19.6,1.8,Aesculus hippocastanum
6.0,5.0,19.6,1.8,Tilia x europaea
5.0,1.0,0.8,1.5,Picea abies
6.0,7.0,38.5,1.8,Albizia julibrissin
6.0,7.0,38.5,1.8,Ostrya carpinifolia
6.0,7.0,38.5,1.8,Sophora japonica
6.0,7.0,38.5,1.8,Sophora japonica
6.0,7.0,38.5,1.8,Sophora japonica
6.0,3.0,7.1,1.8,Acer campestre
6.0,3.0,7.1,1.8,Acer campestre
6.0,3.0,7.1,1.8,Acer campestre
6.0,3.0,7.1,1.8,Acer campestre
3.0,1.0,0.8,0.9,Acer campestre
6.0,3.0,7.1,1.8,Liriodendron tulipifera
3.0,3.0,7.1,0.9,Fraxinus americana
6.0,3.0,7.1,1.8,Pinus nigra
8.0,6.0,28.3,2.4,Pinus nigra
6.0,3.0,7.1,1.8,Pinus nigra
6.0,3.0,7.1,1.8,Pinus nigra
6.0,3.0,7.1,1.8,Pinus nigra
7.0,4.0,12.6,2.1,Pinus nigra
7.0,4.0,12.6,2.1,Pinus nigra
8.0,4.0,12.6,2.4,Pinus nigra
16.0,6.0,28.3,4.8,Cedrus deodara
14.0,5.0,19.6,4.2,Cedrus deodara
16.0,8.0,50.3,4.8,Cedrus deodara
8.0,4.0,12.6,2.4,Pinus nigra
8.0,4.0,12.6,2.4,Pinus nigra
8.0,4.0,12.6,2.4,Pinus nigra
8.0,4.0,12.6,2.4,Pinus nigra
8.0,4.0,12.6,2.4,Pinus nigra
6.0,3.0,7.1,1.8,Pinus nigra
6.0,8.0,50.3,1.8,Celtis australis
3.0,3.0,7.1,0.9,Fraxinus americana
7.0,2.0,3.1,2.1,Cupressus sempervirens
7.0,2.0,3.1,2.1,Cupressus sempervirens
7.0,2.0,3.1,2.1,Cupressus sempervirens
6.0,5.0,19.6,1.8,Quercus rubra
3.0,3.0,7.1,0.9,Fraxinus americana
3.0,3.0,7.1,0.9,Fraxinus americana
3.0,3.0,7.1,0.9,Fraxinus americana
3.0,3.0,7.1,0.9,Tamarix gallica
3.0,3.0,7.1,0.9,Fraxinus americana
3.0,3.0,7.1,0.9,Pyrus communis
4.0,8.0,50.3,1.2,Celtis australis
7.0,2.0,3.1,2.1,Abies alba
7.0,2.0,3.1,2.1,Abies alba
7.0,2.0,3.1,2.1,Abies alba
8.0,6.0,28.3,2.4,Pinus nigra
8.0,6.0,28.3,2.4,Pinus nigra
8.0,6.0,28.3,2.4,Pinus nigra
3.0,3.0,7.1,0.9,Pyrus communis
6.0,3.0,7.1,1.8,Pyrus communis
6.0,3.0,7.1,1.8,Pyrus communis
6.0,3.0,7.1,1.8,Pyrus communis
3.0,1.0,0.8,0.9,Pyrus communis
6.0,3.0,7.1,1.8,Liriodendron tulipifera
6.0,3.0,7.1,1.8,Pyrus communis
4.0,2.0,3.1,1.2,Prunus avium
4.0,2.0,3.1,1.2,Acer pseudoplatanus
5.0,4.0,12.6,1.5,Acer platanoides
4.0,2.0,3.1,1.2,Prunus avium
4.0,2.0,3.1,1.2,Prunus avium
5.0,4.0,12.6,1.5,Acer platanoides
5.0,4.0,12.6,1.5,Acer platanoides
5.0,4.0,12.6,1.5,Acer platanoides
4.0,2.0,3.1,1.2,Prunus avium
4.0,2.0,3.1,1.2,Acer pseudoplatanus
4.0,2.0,3.1,1.2,Tilia x europaea
4.0,2.0,3.1,1.2,Prunus avium
5.0,4.0,12.6,1.5,Tilia x europaea
5.0,4.0,12.6,1.5,Tilia x europaea
5.0,4.0,12.6,1.5,Tilia x europaea
13.0,6.0,28.3,3.9,Populus nigra
5.0,4.0,12.6,1.5,Tilia x europaea
5.0,4.0,12.6,1.5,Tilia x europaea
5.0,3.0,7.1,1.5,Fraxinus angustifolia
14.0,2.0,3.1,4.2,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,2.0,3.1,0.9,Fraxinus excelsior
3.0,2.0,3.1,0.9,Fraxinus excelsior
3.0,2.0,3.1,0.9,Fraxinus excelsior
3.0,2.0,3.1,0.9,Fraxinus excelsior
3.0,2.0,3.1,0.9,Fraxinus excelsior
10.0,6.0,28.3,3.0,Pinus nigra
5.0,5.0,19.6,1.5,Betula pendula
5.0,5.0,19.6,1.5,Tilia x europaea
12.0,5.0,19.6,3.6,Robinia pseudoacacia
9.0,12.0,113.1,2.7,Albizia julibrissin
9.0,12.0,113.1,2.7,Ailanthus altissima
9.0,12.0,113.1,2.7,Fraxinus excelsior
9.0,12.0,113.1,2.7,Ulmus glabra
9.0,12.0,113.1,2.7,Ulmus glabra
17.0,6.0,28.3,5.1,Populus nigra
7.0,5.0,19.6,2.1,Tilia cordata
7.0,5.0,19.6,2.1,Tilia cordata
17.0,10.0,78.5,5.1,Taxodium distichum
17.0,8.0,50.3,5.1,Taxodium distichum
17.0,6.0,28.3,5.1,Taxodium distichum
17.0,7.0,38.5,5.1,Taxodium distichum
6.0,8.0,50.3,1.8,Fraxinus excelsior
7.0,5.0,19.6,2.1,Tilia cordata
13.0,6.0,28.3,3.9,Acer saccharinum
13.0,6.0,28.3,3.9,Acer saccharinum
13.0,6.0,28.3,3.9,Acer saccharinum
13.0,6.0,28.3,3.9,Acer saccharinum
17.0,14.0,153.9,5.1,Acer saccharinum
13.0,5.0,19.6,3.9,Acer saccharinum
13.0,5.0,19.6,3.9,Acer saccharinum
13.0,5.0,19.6,3.9,Acer saccharinum
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer pseudoplatanus
11.0,5.0,19.6,3.3,Acer pseudoplatanus
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer pseudoplatanus
9.0,4.0,12.6,2.7,Acer pseudoplatanus
9.0,4.0,12.6,2.7,Acer pseudoplatanus
9.0,1.0,0.8,2.7,Acer pseudoplatanus
9.0,2.0,3.1,2.7,Acer pseudoplatanus
9.0,4.0,12.6,2.7,Acer pseudoplatanus
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
11.0,1.0,0.8,3.3,Acer campestre
11.0,5.0,19.6,3.3,Acer campestre
9.0,2.0,3.1,2.7,Acer pseudoplatanus
9.0,6.0,28.3,2.7,Acer negundo
11.0,2.0,3.1,3.3,Acer campestre
11.0,4.0,12.6,3.3,Acer pseudoplatanus
14.0,6.0,28.3,4.2,Acer saccharinum
14.0,6.0,28.3,4.2,Acer saccharinum
14.0,2.0,3.1,4.2,Acer saccharinum
14.0,6.0,28.3,4.2,Acer saccharinum
3.0,2.0,3.1,0.9,Acer saccharinum
14.0,6.0,28.3,4.2,Acer saccharinum
14.0,6.0,28.3,4.2,Acer saccharinum
3.0,3.0,7.1,0.9,Acer campestre
6.0,7.0,38.5,1.8,Cercis siliquastrum
4.0,2.0,3.1,1.2,Davidia involucrata
9.0,5.0,19.6,2.7,Taxodium distichum
4.0,2.0,3.1,1.2,Davidia involucrata
6.0,1.0,0.8,1.8,Taxodium distichum
6.0,7.0,38.5,1.8,Cercis siliquastrum
6.0,7.0,38.5,1.8,Cercis siliquastrum
6.0,12.0,113.1,1.8,Morus alba
6.0,7.0,38.5,1.8,Cercis siliquastrum
6.0,7.0,38.5,1.8,Cercis siliquastrum
7.0,5.0,19.6,2.1,Acer saccharinum
4.0,5.0,19.6,1.2,Parrotia persica
4.0,2.0,3.1,1.2,Acer tataricum
4.0,2.0,3.1,1.2,Quercus rubra
4.0,2.0,3.1,1.2,Quercus ilex
4.0,2.0,3.1,1.2,Quercus rubra
4.0,2.0,3.1,1.2,Quercus rubra
4.0,2.0,3.1,1.2,Quercus rubra
4.0,2.0,3.1,1.2,Quercus rubra
4.0,2.0,3.1,1.2,Quercus
4.0,2.0,3.1,1.2,Tilia x europaea
4.0,2.0,3.1,1.2,Tilia x europaea
4.0,2.0,3.1,1.2,Tilia x europaea
15.0,18.0,254.5,4.5,Populus nigra
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Ulmus minor
4.0,2.0,3.1,1.2,Acer campestre
4.0,2.0,3.1,1.2,Acer campestre
3.0,1.0,0.8,0.9,Acer x freemanii
3.0,1.0,0.8,0.9,Acer x freemanii
3.0,1.0,0.8,0.9,Acer x freemanii
3.0,1.0,0.8,0.9,Prunus
3.0,1.0,0.8,0.9,Prunus
3.0,1.0,0.8,0.9,Prunus
3.0,1.0,0.8,0.9,Prunus
3.0,1.0,0.8,0.9,Acer campestre
3.0,1.0,0.8,0.9,Carpinus betulus
3.0,1.0,0.8,0.9,Carpinus betulus
3.0,1.0,0.8,0.9,Carpinus betulus
6.0,6.0,28.3,1.8,Aesculus hippocastanum
4.0,3.0,7.1,1.2,Ficus carica
6.0,6.0,28.3,1.8,Aesculus hippocastanum
3.0,3.0,7.1,0.9,Aesculus hippocastanum
6.0,6.0,28.3,1.8,Aesculus hippocastanum
3.0,3.0,7.1,0.9,Aesculus hippocastanum
4.0,3.0,7.1,1.2,Aesculus hippocastanum
3.0,3.0,7.1,0.9,Aesculus hippocastanum
3.0,3.0,7.1,0.9,Sophora japonica
21.0,12.0,113.1,6.3,Platanus x hispanica
16.0,8.0,50.3,4.8,Picea abies
12.0,5.0,19.6,3.6,Picea abies
16.0,6.0,28.3,4.8,Picea abies
16.0,6.0,28.3,4.8,Picea abies
16.0,6.0,28.3,4.8,Picea abies
15.0,9.0,63.6,4.5,Acer pseudoplatanus
18.0,5.0,19.6,5.4,Picea abies
16.0,12.0,113.1,4.8,Picea abies
8.0,12.0,113.1,2.4,Aesculus hippocastanum
15.0,12.0,113.1,4.5,Aesculus hippocastanum
10.0,9.0,63.6,3.0,Aesculus hippocastanum
14.0,11.0,95.0,4.2,Aesculus hippocastanum
13.0,6.0,28.3,3.9,Cupressus arizonica
3.0,4.0,12.6,0.9,Prunus
3.0,4.0,12.6,0.9,Prunus
3.0,4.0,12.6,0.9,Prunus
3.0,4.0,12.6,0.9,Prunus
13.0,6.0,28.3,3.9,Cupressus arizonica
3.0,4.0,12.6,0.9,Cercis siliquastrum
3.0,4.0,12.6,0.9,Cercis siliquastrum
3.0,4.0,12.6,0.9,Morus alba
6.0,6.0,28.3,1.8,Morus alba
6.0,6.0,28.3,1.8,Morus alba
3.0,4.0,12.6,0.9,Prunus avium
12.0,1.0,0.8,3.6,Cupressus sempervirens
3.0,4.0,12.6,0.9,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
6.0,3.0,7.1,1.8,Picea abies
3.0,4.0,12.6,0.9,Prunus avium
10.0,1.0,0.8,3.0,Cupressus sempervirens
3.0,4.0,12.6,0.9,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
3.0,4.0,12.6,0.9,Prunus avium
10.0,8.0,50.3,3.0,Cupressus sempervirens
10.0,6.0,28.3,3.0,Cupressus arizonica
10.0,8.0,50.3,3.0,Cupressus sempervirens
10.0,6.0,28.3,3.0,Cupressus arizonica
14.0,6.0,28.3,4.2,Pinus nigra
14.0,6.0,28.3,4.2,Pinus nigra
14.0,6.0,28.3,4.2,Pinus nigra
14.0,6.0,28.3,4.2,Pinus nigra
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Tilia cordata
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
3.0,1.0,0.8,0.9,Cupressus sempervirens
6.0,5.0,19.6,1.8,Celtis australis
9.0,8.0,50.3,2.7,Picea abies
7.0,6.0,28.3,2.1,Tilia x europaea
6.0,4.0,12.6,1.8,Tilia x europaea
6.0,4.0,12.6,1.8,Tilia x europaea
6.0,4.0,12.6,1.8,Tilia x europaea
6.0,4.0,12.6,1.8,Tilia x europaea
6.0,4.0,12.6,1.8,Tilia x europaea
6.0,4.0,12.6,1.8,Tilia x europaea
6.0,4.0,12.6,1.8,Tilia x europaea
8.0,4.0,12.6,2.4,Tilia x europaea
8.0,4.0,12.6,2.4,Tilia x europaea
8.0,4.0,12.6,2.4,Tilia x europaea
8.0,4.0,12.6,2.4,Ostrya carpinifolia
8.0,4.0,12.6,2.4,Ostrya carpinifolia
8.0,4.0,12.6,2.4,Ostrya carpinifolia
8.0,4.0,12.6,2.4,Tilia x europaea
8.0,4.0,12.6,2.4,Fagus
8.0,4.0,12.6,2.4,Fagus
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
6.0,4.0,12.6,1.8,Prunus avium
8.0,4.0,12.6,2.4,Ostrya carpinifolia
8.0,4.0,12.6,2.4,Ostrya carpinifolia
8.0,4.0,12.6,2.4,Ostrya carpinifolia
10.0,4.0,12.6,3.0,Aesculus hippocastanum
10.0,4.0,12.6,3.0,Aesculus hippocastanum
8.0,4.0,12.6,2.4,Aesculus hippocastanum
10.0,4.0,12.6,3.0,Aesculus hippocastanum
10.0,4.0,12.6,3.0,Carpinus betulus
10.0,4.0,12.6,3.0,Aesculus hippocastanum
10.0,5.0,19.6,3.0,Fagus sylvatica
3.0,1.0,0.8,0.9,Parrotia persica
5.0,2.0,3.1,1.5,Betula pendula
5.0,2.0,3.1,1.5,Betula pendula
5.0,2.0,3.1,1.5,Betula pendula
14.0,10.0,78.5,4.2,Cedrus deodara
14.0,10.0,78.5,4.2,Cedrus deodara
14.0,10.0,78.5,4.2,Cedrus deodara
12.0,7.0,38.5,3.6,Pinus nigra
12.0,7.0,38.5,3.6,Pinus nigra
12.0,7.0,38.5,3.6,Pinus nigra
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Tilia x europaea
4.0,3.0,7.1,1.2,Prunus avium
4.0,3.0,7.1,1.2,Malus
4.0,3.0,7.1,1.2,Prunus avium
4.0,1.0,0.8,1.2,Tilia x europaea
4.0,1.0,0.8,1.2,Tilia x europaea
4.0,1.0,0.8,1.2,Tilia x europaea
4.0,3.0,7.1,1.2,Prunus avium
4.0,1.0,0.8,1.2,Tilia x europaea
4.0,1.0,0.8,1.2,Tilia x europaea
4.0,3.0,7.1,1.2,Prunus avium
4.0,1.0,0.8,1.2,Tilia x europaea
3.0,1.0,0.8,0.9,Acer pseudoplatanus
3.0,1.0,0.8,0.9,Acer pseudoplatanus
3.0,1.0,0.8,0.9,Acer pseudoplatanus
3.0,1.0,0.8,0.9,Acer pseudoplatanus
3.0,1.0,0.8,0.9,Acer pseudoplatanus
3.0,1.0,0.8,0.9,Acer pseudoplatanus
3.0,1.0,0.8,0.9,Acer pseudoplatanus
