Name,Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Gross Carbon Sequestration (kg/yr)
Tilia cordata,8.0,4.0,12.6,2.4,2.4
Tilia cordata,5.0,3.0,7.1,1.5,1.0
Tilia cordata,7.0,4.0,12.6,2.1,2.3
Tilia cordata,5.0,3.0,7.1,1.5,1.6
Tilia cordata,7.0,5.0,19.6,2.1,6.0
Tilia cordata,8.0,8.0,50.3,2.4,3.8
Tilia cordata,18.0,12.0,113.1,5.4,16.9
Tilia cordata,7.0,5.0,19.6,2.1,2.4
Tilia cordata,4.5,3.0,7.1,1.3,0.8
Tilia cordata,3.5,2.0,3.1,1.0,0.6
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,7.0,6.0,28.3,2.1,4.7
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,4.0,2.0,3.1,1.2,0.7
Tilia cordata,8.0,8.0,50.3,2.4,2.4
Tilia cordata,4.0,2.0,3.1,1.2,1.0
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,3.5,2.5,4.9,1.0,1.1
Tilia cordata,6.0,3.0,7.1,1.8,1.3
Tilia cordata,5.0,2.0,3.1,1.5,0.8
Tilia cordata,3.0,1.0,0.8,0.9,0.7
Tilia cordata,7.0,7.0,38.5,2.1,4.0
Tilia cordata,6.0,4.0,12.6,1.8,1.4
Tilia cordata,7.0,6.0,28.3,2.1,2.6
Tilia cordata,8.0,8.0,50.3,2.4,4.0
Tilia cordata,7.0,7.0,38.5,2.1,3.0
Tilia cordata,8.0,7.0,38.5,2.4,3.2
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,6.4,4.4,14.9,1.9,2.6
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.5,3.0,7.1,1.3,2.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,6.0,6.0,28.3,1.8,2.1
Tilia cordata,8.0,7.0,38.5,2.4,3.0
Tilia cordata,8.0,7.0,38.5,2.4,2.6
Tilia cordata,6.0,6.0,28.3,1.8,2.3
Tilia cordata,6.0,6.0,28.3,1.8,2.3
Tilia cordata,6.0,6.0,28.3,1.8,1.9
Tilia cordata,6.0,6.0,28.3,1.8,2.3
Tilia cordata,8.0,7.0,38.5,2.4,2.4
Tilia cordata,8.0,7.0,38.5,2.4,3.0
Tilia cordata,6.0,5.0,19.6,1.8,1.6
Tilia cordata,6.0,5.0,19.6,1.8,1.6
Tilia cordata,6.0,6.0,28.3,1.8,1.9
Tilia cordata,6.0,6.0,28.3,1.8,1.9
Tilia cordata,6.0,6.0,28.3,1.8,1.9
Tilia cordata,5.0,3.0,7.1,1.5,1.1
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,5.0,5.0,19.6,1.5,1.4
Tilia cordata,6.0,6.0,28.3,1.8,2.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,8.0,6.0,28.3,2.4,3.4
Tilia cordata,8.0,5.0,19.6,2.4,3.2
Tilia cordata,4.5,1.0,0.8,1.3,0.8
Tilia cordata,4.0,1.0,0.8,1.2,0.6
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,4.0,2.0,3.1,1.2,0.7
Tilia cordata,6.0,2.5,4.9,1.8,1.0
Tilia cordata,6.0,2.5,4.9,1.8,1.0
Tilia cordata,6.0,2.0,3.1,1.8,1.0
Tilia cordata,6.0,2.0,3.1,1.8,1.0
Tilia cordata,13.0,10.0,78.5,3.9,6.2
Tilia cordata,13.0,10.0,78.5,3.9,6.0
Tilia cordata,4.0,2.0,3.1,1.2,0.7
Tilia cordata,7.0,6.0,28.3,2.1,3.8
Tilia cordata,4.0,2.0,3.1,1.2,1.1
Tilia cordata,7.0,6.0,28.3,2.1,2.8
Tilia cordata,4.0,2.0,3.1,1.2,0.8
Tilia cordata,7.0,6.0,28.3,2.1,2.8
Tilia cordata,7.0,6.0,28.3,2.1,2.8
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,4.0,1.5,1.8,1.2,0.8
Tilia cordata,5.0,2.0,3.1,1.5,0.8
Tilia cordata,4.0,2.5,4.9,1.2,0.7
Tilia cordata,6.0,4.0,12.6,1.8,1.7
Tilia cordata,6.0,4.0,12.6,1.8,1.6
Tilia cordata,6.0,6.0,28.3,1.8,1.6
Tilia cordata,7.0,6.0,28.3,2.1,1.9
Tilia cordata,7.0,7.0,38.5,2.1,1.7
Tilia cordata,8.0,7.0,38.5,2.4,2.4
Tilia cordata,4.0,1.0,0.8,1.2,0.6
Tilia cordata,6.0,4.0,12.6,1.8,1.6
Tilia cordata,5.0,1.5,1.8,1.5,0.6
Tilia cordata,6.0,2.5,4.9,1.8,1.1
Tilia cordata,2.5,1.0,0.8,0.8,0.7
Tilia cordata,2.5,1.5,1.8,0.8,0.8
Tilia cordata,2.5,1.5,1.8,0.8,1.0
Tilia cordata,2.5,1.5,1.8,0.8,0.8
Tilia cordata,5.0,2.0,3.1,1.5,1.3
Tilia cordata,4.0,1.5,1.8,1.2,1.0
Tilia cordata,4.5,4.0,12.6,1.3,1.4
Tilia cordata,7.0,6.0,28.3,2.1,2.3
Tilia cordata,4.0,2.0,3.1,1.2,1.1
Tilia cordata,7.0,4.0,12.6,2.1,2.1
Tilia cordata,10.0,8.0,50.3,3.0,2.6
Tilia cordata,4.0,1.5,1.8,1.2,0.7
Tilia cordata,4.0,1.0,0.8,1.2,0.8
Tilia cordata,6.0,4.0,12.6,1.8,2.3
Tilia cordata,4.0,4.5,15.9,1.2,3.0
Tilia cordata,5.0,4.0,12.6,1.5,1.9
Tilia cordata,4.5,1.0,0.8,1.3,0.7
Tilia cordata,4.5,1.0,0.8,1.3,0.7
Tilia cordata,4.0,3.0,7.1,1.2,1.4
Tilia cordata,5.0,4.0,12.6,1.5,2.1
Tilia cordata,5.0,4.0,12.6,1.5,1.9
Tilia cordata,6.0,4.5,15.9,1.8,2.4
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,4.0,12.6,1.2,1.9
Tilia cordata,4.0,2.5,4.9,1.2,1.3
Tilia cordata,5.0,4.0,12.6,1.5,2.4
Tilia cordata,5.0,3.0,7.1,1.5,1.6
Tilia cordata,10.0,8.0,50.3,3.0,3.8
Tilia cordata,7.0,4.0,12.6,2.1,2.1
Tilia cordata,4.0,2.0,3.1,1.2,0.8
Tilia cordata,4.0,2.0,3.1,1.2,1.1
Tilia cordata,4.0,1.5,1.8,1.2,0.8
Tilia cordata,21.0,8.0,50.3,6.3,12.5
Tilia cordata,4.0,2.5,4.9,1.2,1.0
Tilia cordata,19.0,7.0,38.5,5.7,12.5
Tilia cordata,19.0,6.0,28.3,5.7,12.5
Tilia cordata,18.0,7.0,38.5,5.4,13.9
Tilia cordata,18.0,7.0,38.5,5.4,13.0
Tilia cordata,15.0,8.0,50.3,4.5,13.3
Tilia cordata,18.0,7.0,38.5,5.4,13.9
Tilia cordata,18.0,6.0,28.3,5.4,12.5
Tilia cordata,15.0,7.0,38.5,4.5,13.0
Tilia cordata,3.5,2.5,4.9,1.0,1.0
Tilia cordata,4.0,3.0,7.1,1.2,1.1
Tilia cordata,15.0,6.0,28.3,4.5,12.5
Tilia cordata,20.0,7.0,38.5,6.0,12.5
Tilia cordata,15.0,9.0,63.6,4.5,13.9
Tilia cordata,6.0,3.0,7.1,1.8,1.6
Tilia cordata,5.0,3.0,7.1,1.5,1.1
Tilia cordata,21.0,7.0,38.5,6.3,12.5
Tilia cordata,6.5,4.0,12.6,1.9,2.6
Tilia cordata,21.0,7.0,38.5,6.3,12.5
Tilia cordata,21.0,9.0,63.6,6.3,14.2
Tilia cordata,5.5,5.0,19.6,1.7,2.1
Tilia cordata,5.5,6.0,28.3,1.7,2.1
Tilia cordata,6.0,5.0,19.6,1.8,2.6
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,6.0,6.0,28.3,1.8,2.4
Tilia cordata,5.5,5.0,19.6,1.7,2.1
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,4.0,1.5,1.8,1.2,0.7
Tilia cordata,4.0,1.5,1.8,1.2,0.7
Tilia cordata,5.0,5.0,19.6,1.5,2.3
Tilia cordata,5.0,5.0,19.6,1.5,2.3
Tilia cordata,4.0,3.0,7.1,1.2,1.4
Tilia cordata,8.0,4.0,12.6,2.4,2.6
Tilia cordata,7.0,5.0,19.6,2.1,1.7
Tilia cordata,4.0,4.0,12.6,1.2,2.4
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,3.0,7.1,1.2,1.1
Tilia cordata,4.0,1.5,1.8,1.2,0.8
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,8.0,8.0,50.3,2.4,3.0
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,1.5,1.8,1.2,0.8
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,13.0,9.0,63.6,3.9,12.5
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,10.0,6.0,28.3,3.0,3.2
Tilia cordata,6.0,4.0,12.6,1.8,1.9
Tilia cordata,5.0,4.0,12.6,1.5,1.9
Tilia cordata,3.0,2.0,3.1,0.9,1.0
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.5,4.0,12.6,1.3,1.4
Tilia cordata,6.0,4.0,12.6,1.8,1.9
Tilia cordata,4.0,3.0,7.1,1.2,1.1
Tilia cordata,4.0,3.0,7.1,1.2,1.1
Tilia cordata,6.0,4.0,12.6,1.8,2.1
Tilia cordata,4.0,1.5,1.8,1.2,1.0
Tilia cordata,6.0,4.0,12.6,1.8,1.7
Tilia cordata,4.0,1.0,0.8,1.2,0.6
Tilia cordata,4.5,5.0,19.6,1.3,1.4
Tilia cordata,4.0,4.0,12.6,1.2,1.3
Tilia cordata,14.0,12.0,113.1,4.2,4.9
Tilia cordata,17.0,11.0,95.0,5.1,4.9
Tilia cordata,5.0,4.0,12.6,1.5,1.6
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,3.0,1.0,0.8,0.9,1.0
Tilia cordata,10.0,6.0,28.3,3.0,3.8
Tilia cordata,6.0,5.0,19.6,1.8,2.6
Tilia cordata,6.0,4.0,12.6,1.8,2.4
Tilia cordata,6.0,5.0,19.6,1.8,6.0
Tilia cordata,9.0,6.0,28.3,2.7,5.3
Tilia cordata,7.0,4.0,12.6,2.1,2.1
Tilia cordata,6.0,4.0,12.6,1.8,2.4
Tilia cordata,6.0,4.0,12.6,1.8,2.1
Tilia cordata,9.0,6.0,28.3,2.7,8.2
Tilia cordata,8.0,4.0,12.6,2.4,2.3
Tilia cordata,6.0,4.0,12.6,1.8,1.7
Tilia cordata,6.0,4.0,12.6,1.8,2.4
Tilia cordata,8.0,6.0,28.3,2.4,2.8
Tilia cordata,6.0,4.0,12.6,1.8,2.1
Tilia cordata,10.0,6.0,28.3,3.0,3.8
Tilia cordata,10.0,8.0,50.3,3.0,7.7
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,5.0,4.0,12.6,1.5,2.3
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,16.0,9.0,63.6,4.8,7.2
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.0
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,4.0,2.5,4.9,1.2,1.0
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,10.0,6.0,28.3,3.0,2.4
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,12.0,10.0,78.5,3.6,6.0
Tilia cordata,8.0,6.0,28.3,2.4,2.3
Tilia cordata,4.0,2.5,4.9,1.2,1.0
Tilia cordata,4.0,2.5,4.9,1.2,1.0
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.0,3.1,1.2,0.8
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,8.0,7.0,38.5,2.4,2.8
Tilia cordata,8.0,7.0,38.5,2.4,2.8
Tilia cordata,8.0,7.0,38.5,2.4,2.8
Tilia cordata,7.0,6.0,28.3,2.1,1.6
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,11.0,8.0,50.3,3.3,5.3
Tilia cordata,4.0,2.0,3.1,1.2,0.8
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,1.5,1.8,1.2,0.7
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,4.0,2.5,4.9,1.2,1.1
Tilia cordata,12.0,10.0,78.5,3.6,4.0
Tilia x europaea,15.0,3.0,7.1,4.5,9.1
Tilia x europaea,5.0,3.0,7.1,1.5,4.6
Tilia x europaea,8.0,1.0,0.8,2.4,0.3
Tilia x europaea,5.0,6.0,28.3,1.5,9.1
Tilia x europaea,5.0,6.0,28.3,1.5,10.6
Tilia x europaea,5.0,6.0,28.3,1.5,9.1
Tilia x europaea,10.0,9.0,63.6,3.0,12.7
Tilia x europaea,6.0,3.0,7.1,1.8,5.0
Tilia x europaea,10.0,10.0,78.5,3.0,16.0
Tilia x europaea,10.0,10.0,78.5,3.0,17.1
Tilia x europaea,10.0,10.0,78.5,3.0,18.3
Tilia x europaea,10.0,8.0,50.3,3.0,10.6
Tilia x europaea,9.0,8.0,50.3,2.7,17.7
Tilia x europaea,4.0,1.5,1.8,1.2,2.3
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,14.0,12.0,113.1,4.2,9.1
Tilia x europaea,6.0,5.0,19.6,1.8,5.8
Tilia x europaea,8.0,6.0,28.3,2.4,9.1
Tilia x europaea,4.0,2.0,3.1,1.2,4.6
Tilia x europaea,8.0,8.0,50.3,2.4,8.6
Tilia x europaea,5.0,5.0,19.6,1.5,9.1
Tilia x europaea,8.0,8.0,50.3,2.4,6.3
Tilia x europaea,11.0,6.0,28.3,3.3,27.7
Tilia x europaea,9.0,6.0,28.3,2.7,10.1
Tilia x europaea,5.0,5.0,19.6,1.5,10.6
Tilia x europaea,5.0,3.0,7.1,1.5,4.6
Tilia x europaea,5.0,3.0,7.1,1.5,4.6
Tilia x europaea,5.0,3.0,7.1,1.5,4.6
Tilia x europaea,5.0,3.0,7.1,1.5,4.6
Tilia x europaea,15.0,12.0,113.1,4.5,26.4
Tilia x europaea,12.0,6.0,28.3,3.6,7.6
Tilia x europaea,12.0,6.0,28.3,3.6,7.6
Tilia x europaea,5.0,2.0,3.1,1.5,5.8
Tilia x europaea,7.0,4.0,12.6,2.1,6.7
Tilia x europaea,4.5,4.0,12.6,1.3,4.2
Tilia x europaea,11.0,4.0,12.6,3.3,13.8
Tilia x europaea,5.0,5.0,19.6,1.5,11.1
Tilia x europaea,8.0,6.5,33.2,2.4,9.1
Tilia x europaea,8.0,6.0,28.3,2.4,7.2
Tilia x europaea,5.0,5.0,19.6,1.5,9.1
Tilia x europaea,5.0,5.0,19.6,1.5,7.6
Tilia x europaea,9.0,8.0,50.3,2.7,17.7
Tilia x europaea,4.0,1.0,0.8,1.2,4.6
Tilia x europaea,4.0,1.0,0.8,1.2,1.3
Tilia x europaea,6.0,4.0,12.6,1.8,7.2
Tilia x europaea,6.0,4.0,12.6,1.8,7.2
Tilia x europaea,6.0,4.0,12.6,1.8,7.2
Tilia x europaea,6.0,4.0,12.6,1.8,5.0
Tilia x europaea,6.0,4.0,12.6,1.8,7.2
Tilia x europaea,7.0,6.0,28.3,2.1,10.6
Tilia x europaea,15.0,9.0,63.6,4.5,43.8
Tilia x europaea,12.0,9.0,63.6,3.6,36.6
Tilia x europaea,6.0,4.0,12.6,1.8,7.2
Tilia x europaea,4.0,4.0,12.6,1.2,1.3
Tilia x europaea,7.0,4.0,12.6,2.1,3.4
Tilia x europaea,18.0,10.0,78.5,5.4,29.7
Tilia x europaea,15.0,8.0,50.3,4.5,36.6
Tilia x europaea,18.0,10.0,78.5,5.4,29.7
Tilia x europaea,17.0,7.0,38.5,5.1,17.1
Tilia x europaea,15.0,10.0,78.5,4.5,36.6
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,6.0,4.0,12.6,1.8,3.4
Tilia x europaea,13.0,8.0,50.3,3.9,24.4
Tilia x europaea,6.0,4.0,12.6,1.8,10.6
Tilia x europaea,8.0,4.0,12.6,2.4,11.6
Tilia x europaea,8.0,4.0,12.6,2.4,11.6
Tilia x europaea,10.0,6.0,28.3,3.0,11.6
Tilia x europaea,8.0,5.0,19.6,2.4,9.1
Tilia x europaea,8.0,5.0,19.6,2.4,9.1
Tilia x europaea,8.0,5.0,19.6,2.4,14.3
Tilia x europaea,4.0,1.0,0.8,1.2,4.6
Tilia x europaea,4.0,1.0,0.8,1.2,4.6
Tilia x europaea,4.0,1.0,0.8,1.2,4.6
Tilia x europaea,4.0,1.0,0.8,1.2,4.6
Tilia x europaea,4.0,1.0,0.8,1.2,4.6
Tilia x europaea,4.0,1.0,0.8,1.2,4.6
Tilia x europaea,6.0,4.0,12.6,1.8,3.8
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,4.0,1.0,0.8,1.2,1.3
Tilia x europaea,7.0,4.0,12.6,2.1,4.6
Tilia x europaea,6.0,2.0,3.1,1.8,2.0
Tilia x europaea,7.0,6.0,28.3,2.1,4.6
Tilia x europaea,15.0,9.0,63.6,4.5,23.2
Tilia x europaea,8.0,4.0,12.6,2.4,11.6
Tilia x europaea,8.0,4.0,12.6,2.4,11.6
Tilia x europaea,9.0,10.0,78.5,2.7,20.7
Tilia x europaea,7.0,6.0,28.3,2.1,7.2
Tilia x europaea,10.0,10.0,78.5,3.0,18.3
Tilia x europaea,5.0,5.0,19.6,1.5,10.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.3
Tilia x europaea,4.0,1.5,1.8,1.2,3.0
Tilia x europaea,20.0,9.0,63.6,6.0,51.5
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,10.0,9.0,63.6,3.0,19.5
Tilia x europaea,4.0,1.5,1.8,1.2,2.3
Tilia x europaea,6.0,3.0,7.1,1.8,5.0
Tilia x europaea,5.0,2.5,4.9,1.5,2.3
Tilia x europaea,5.0,2.5,4.9,1.5,2.3
Tilia x europaea,5.0,2.0,3.1,1.5,2.6
Tilia x europaea,6.0,3.0,7.1,1.8,5.0
Tilia x europaea,5.0,1.5,1.8,1.5,2.0
Tilia x europaea,5.0,1.5,1.8,1.5,2.0
Tilia x europaea,5.0,2.5,4.9,1.5,2.3
Tilia x europaea,5.0,2.5,4.9,1.5,2.3
Tilia x europaea,4.0,3.0,7.1,1.2,5.4
Tilia x europaea,4.0,3.0,7.1,1.2,5.4
Tilia x europaea,5.0,2.5,4.9,1.5,2.3
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,2.5,4.9,1.5,2.3
Tilia x europaea,4.0,1.5,1.8,1.2,2.3
Tilia x europaea,4.0,1.5,1.8,1.2,2.0
Tilia x europaea,4.0,1.5,1.8,1.2,2.6
Tilia x europaea,3.0,1.5,1.8,0.9,2.0
Tilia x europaea,4.0,1.5,1.8,1.2,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,18.0,10.0,78.5,5.4,40.1
Tilia x europaea,14.0,6.0,28.3,4.2,19.5
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,3.0,1.5,1.8,0.9,2.3
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,3.0,1.5,1.8,0.9,2.3
Tilia x europaea,4.0,1.5,1.8,1.2,2.3
Tilia x europaea,4.0,1.5,1.8,1.2,2.3
Tilia x europaea,4.0,1.5,1.8,1.2,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,4.0,1.5,1.8,1.2,2.0
Tilia x europaea,5.0,1.5,1.8,1.5,2.3
Tilia x europaea,4.0,3.0,7.1,1.2,5.4
Tilia x europaea,6.0,4.0,12.6,1.8,4.0
Tilia x europaea,5.0,5.0,19.6,1.5,5.8
Tilia x europaea,6.0,3.0,7.1,1.8,4.2
Tilia x europaea,7.0,6.0,28.3,2.1,5.8
Tilia x europaea,6.0,5.0,19.6,1.8,4.6
Tilia x europaea,6.0,6.0,28.3,1.8,3.4
Tilia x europaea,12.0,9.0,63.6,3.6,10.6
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,5.0,4.0,12.6,1.5,3.4
Tilia x europaea,4.0,4.0,12.6,1.2,3.4
Tilia x europaea,12.0,11.0,95.0,3.6,29.7
Tilia x europaea,15.0,9.0,63.6,4.5,29.7
Tilia x europaea,3.0,2.0,3.1,0.9,4.2
Tilia x europaea,15.0,9.0,63.6,4.5,25.7
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,3.0,2.0,3.1,0.9,4.6
Tilia x europaea,3.0,2.0,3.1,0.9,4.6
Tilia x europaea,3.0,2.0,3.1,0.9,4.6
Tilia x europaea,3.0,2.0,3.1,0.9,4.6
Tilia x europaea,10.0,9.0,63.6,3.0,12.7
Tilia x europaea,10.0,8.0,50.3,3.0,10.6
Tilia x europaea,3.0,2.0,3.1,0.9,4.6
Tilia x europaea,5.0,5.0,19.6,1.5,14.3
Tilia x europaea,5.0,5.0,19.6,1.5,6.7
Tilia x europaea,5.0,5.0,19.6,1.5,6.7
Tilia x europaea,3.0,2.0,3.1,0.9,4.6
Tilia x europaea,5.0,5.0,19.6,1.5,13.8
Tilia x europaea,3.0,2.0,3.1,0.9,4.6
Tilia x europaea,5.0,5.0,19.6,1.5,8.6
Tilia x europaea,4.0,2.0,3.1,1.2,0.8
Tilia x europaea,5.0,5.0,19.6,1.5,10.1
Tilia x europaea,5.0,5.0,19.6,1.5,10.1
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,6.0,3.0,7.1,1.8,4.2
Tilia x europaea,5.0,3.0,7.1,1.5,3.0
Tilia x europaea,5.0,3.0,7.1,1.5,3.0
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,8.0,8.0,50.3,2.4,17.7
Tilia x europaea,7.0,5.0,19.6,2.1,7.6
Tilia x europaea,5.0,1.5,1.8,1.5,2.6
Tilia x europaea,7.0,5.0,19.6,2.1,12.7
Tilia x europaea,5.0,2.5,4.9,1.5,2.3
Tilia x europaea,5.0,2.5,4.9,1.5,2.3
Tilia x europaea,5.0,2.5,4.9,1.5,2.0
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,20.0,12.0,113.1,6.0,51.6
Tilia x europaea,20.0,10.0,78.5,6.0,39.3
Tilia x europaea,14.0,8.0,50.3,4.2,23.2
Tilia x europaea,15.0,8.0,50.3,4.5,26.4
Tilia x europaea,15.0,7.0,38.5,4.5,23.2
Tilia x europaea,7.0,5.0,19.6,2.1,5.8
Tilia x europaea,5.0,5.0,19.6,1.5,16.0
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,8.6,8.0,50.3,2.6,5.8
Tilia x europaea,7.0,5.0,19.6,2.1,9.1
Tilia x europaea,14.0,14.0,153.9,4.2,26.4
Tilia x europaea,4.0,2.0,3.1,1.2,1.1
Tilia x europaea,12.0,10.0,78.5,3.6,10.1
Tilia x europaea,11.0,10.0,78.5,3.3,17.1
Tilia x europaea,12.0,11.0,95.0,3.6,14.9
Tilia x europaea,12.0,10.0,78.5,3.6,16.6
Tilia x europaea,11.0,11.0,95.0,3.3,16.0
Tilia x europaea,12.0,11.0,95.0,3.6,16.0
Tilia x europaea,10.0,5.0,19.6,3.0,8.6
Tilia x europaea,13.0,11.0,95.0,3.9,19.5
Tilia x europaea,13.0,10.0,78.5,3.9,14.9
Tilia x europaea,13.0,11.0,95.0,3.9,18.9
Tilia x europaea,11.0,10.0,78.5,3.3,16.0
Tilia x europaea,10.0,8.0,50.3,3.0,10.6
Tilia x europaea,11.0,10.0,78.5,3.3,13.8
Tilia x europaea,12.0,11.0,95.0,3.6,16.0
