Name,Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Gross Carbon Sequestration (kg/yr)
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,7.0,8.0,50.3,2.1,1.1
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,7.0,6.0,28.3,2.1,0.9
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,15.0,8.0,50.3,4.5,1.3
Celtis australis,13.0,17.0,227.0,3.9,2.2
Celtis australis,13.0,4.0,12.6,3.9,2.2
Celtis australis,8.0,4.0,12.6,2.4,1.3
Celtis australis,10.0,6.0,28.3,3.0,1.8
Celtis australis,10.0,6.0,28.3,3.0,1.8
Celtis australis,8.0,12.0,113.1,2.4,2.1
Celtis australis,8.0,3.0,7.1,2.4,1.3
Celtis australis,6.0,3.0,7.1,1.8,0.9
Celtis australis,6.0,6.0,28.3,1.8,2.0
Celtis australis,6.0,3.0,7.1,1.8,1.1
Celtis australis,8.0,3.0,7.1,2.4,1.2
Celtis australis,8.0,6.0,28.3,2.4,1.9
Celtis australis,8.0,6.0,28.3,2.4,1.9
Celtis australis,6.0,2.0,3.1,1.8,1.3
Celtis australis,8.0,3.0,7.1,2.4,1.2
Celtis australis,8.0,8.0,50.3,2.4,1.1
Celtis australis,5.0,7.0,38.5,1.5,1.3
Celtis australis,7.0,5.0,19.6,2.1,1.5
Celtis australis,4.0,8.0,50.3,1.2,1.5
Celtis australis,6.0,8.0,50.3,1.8,1.6
Celtis australis,13.0,8.0,50.3,3.9,1.2
Celtis australis,10.0,3.0,7.1,3.0,0.8
Celtis australis,10.0,3.0,7.1,3.0,0.8
Celtis australis,12.0,3.0,7.1,3.6,1.0
Celtis australis,18.0,5.0,19.6,5.4,1.2
Celtis australis,8.0,3.0,7.1,2.4,1.0
Celtis australis,8.0,3.0,7.1,2.4,1.0
Celtis australis,8.0,3.0,7.1,2.4,1.0
Celtis australis,6.0,3.0,7.1,1.8,0.8
Celtis australis,7.0,6.0,28.3,2.1,1.4
Celtis australis,7.0,6.0,28.3,2.1,1.1
Celtis australis,7.0,6.0,28.3,2.1,1.9
Celtis australis,7.0,6.0,28.3,2.1,1.7
Celtis australis,6.0,10.0,78.5,1.8,1.5
Celtis australis,8.0,9.0,63.6,2.4,2.1
Celtis australis,9.0,8.0,50.3,2.7,2.2
Celtis australis,6.0,2.0,3.1,1.8,1.3
Celtis australis,4.0,2.0,3.1,1.2,0.5
Celtis australis,4.0,2.0,3.1,1.2,0.5
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,6.0,4.0,12.6,1.8,1.1
Celtis australis,4.0,2.0,3.1,1.2,0.8
Celtis australis,7.0,6.0,28.3,2.1,1.0
Celtis australis,3.0,1.0,0.8,0.9,0.6
Celtis australis,5.0,7.0,38.5,1.5,1.1
Celtis australis,5.0,7.0,38.5,1.5,1.4
Celtis australis,6.0,4.0,12.6,1.8,1.3
Celtis australis,6.0,4.0,12.6,1.8,1.3
Celtis australis,6.0,4.0,12.6,1.8,1.3
Celtis australis,4.0,5.0,19.6,1.2,0.8
Celtis australis,4.0,5.0,19.6,1.2,1.3
Celtis australis,5.0,8.0,50.3,1.5,1.9
Celtis australis,5.0,8.0,50.3,1.5,1.3
Celtis australis,5.0,8.0,50.3,1.5,1.3
Celtis australis,4.0,2.0,3.1,1.2,0.8
Celtis australis,4.0,2.0,3.1,1.2,0.8
Celtis australis,3.0,3.0,7.1,0.9,0.8
Celtis australis,6.0,5.0,19.6,1.8,1.4
Celtis australis,11.0,8.0,50.3,3.3,1.8
Celtis australis,6.0,8.0,50.3,1.8,1.6
Celtis australis,12.0,12.0,113.1,3.6,1.8
Celtis australis,8.0,9.0,63.6,2.4,2.0
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,3.0,1.0,0.8,0.9,0.8
Celtis australis,3.0,1.0,0.8,0.9,0.8
Celtis australis,4.0,5.0,19.6,1.2,0.8
Celtis australis,4.0,5.0,19.6,1.2,0.8
Celtis australis,4.0,5.0,19.6,1.2,0.8
Celtis australis,4.0,6.0,28.3,1.2,1.1
Celtis australis,4.0,6.0,28.3,1.2,1.1
Celtis australis,6.0,9.0,63.6,1.8,1.7
Celtis australis,6.0,9.0,63.6,1.8,1.6
Celtis australis,6.0,9.0,63.6,1.8,1.9
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,3.0,1.0,0.8,0.9,0.5
Celtis australis,3.0,1.0,0.8,0.9,0.5
Celtis australis,6.0,5.0,19.6,1.8,1.8
Celtis australis,6.0,8.0,50.3,1.8,1.6
Celtis australis,8.0,12.0,113.1,2.4,1.4
Celtis australis,8.0,12.0,113.1,2.4,1.4
Celtis australis,9.0,14.0,153.9,2.7,1.6
Celtis australis,6.0,6.0,28.3,1.8,0.8
Celtis australis,6.0,6.0,28.3,1.8,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,6.0,6.0,28.3,1.8,0.1
Celtis australis,5.5,5.0,19.6,1.7,0.8
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,4.0,5.0,19.6,1.2,1.2
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,4.0,5.0,19.6,1.2,1.5
Celtis australis,4.0,5.0,19.6,1.2,1.7
Celtis australis,17.0,6.0,28.3,5.1,1.5
Celtis australis,5.0,1.0,0.8,1.5,0.8
Celtis australis,17.0,12.0,113.1,5.1,0.4
Celtis australis,15.0,10.0,78.5,4.5,1.7
Celtis australis,6.0,3.0,7.1,1.8,0.7
Celtis australis,14.0,10.0,78.5,4.2,1.6
Celtis australis,14.0,7.0,38.5,4.2,2.1
Celtis australis,14.0,7.0,38.5,4.2,2.1
Celtis australis,5.0,3.0,7.1,1.5,1.6
Celtis australis,5.0,3.0,7.1,1.5,1.6
Celtis australis,5.0,3.0,7.1,1.5,1.6
Celtis australis,5.0,2.0,3.1,1.5,0.8
Celtis australis,5.0,5.0,19.6,1.5,1.3
Celtis australis,5.0,5.0,19.6,1.5,1.5
Celtis australis,4.0,5.0,19.6,1.2,1.7
Celtis australis,4.0,5.0,19.6,1.2,1.7
Celtis australis,4.0,5.0,19.6,1.2,1.7
Celtis australis,4.0,5.0,19.6,1.2,1.5
Celtis australis,5.0,6.0,28.3,1.5,1.9
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,6.0,6.0,28.3,1.8,1.5
Celtis australis,6.0,5.0,19.6,1.8,1.3
Celtis australis,6.0,5.0,19.6,1.8,1.3
Celtis australis,6.0,5.0,19.6,1.8,1.3
Celtis australis,6.0,5.0,19.6,1.8,1.3
Celtis australis,5.0,4.0,12.6,1.5,1.4
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,5.0,4.0,12.6,1.5,1.4
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,8.0,5.0,19.6,2.4,2.0
Celtis australis,8.0,5.0,19.6,2.4,1.5
Celtis australis,8.0,5.0,19.6,2.4,1.5
Celtis australis,8.0,5.0,19.6,2.4,1.5
Celtis australis,6.0,5.0,19.6,1.8,1.5
Celtis australis,6.0,6.0,28.3,1.8,1.5
Celtis australis,6.0,5.0,19.6,1.8,1.3
Celtis australis,4.0,4.0,12.6,1.2,0.7
Celtis australis,6.0,5.0,19.6,1.8,1.2
Celtis australis,6.0,5.0,19.6,1.8,1.2
Celtis australis,6.0,5.0,19.6,1.8,1.2
Celtis australis,6.0,5.0,19.6,1.8,1.2
Celtis australis,6.0,5.0,19.6,1.8,1.5
Celtis australis,6.5,6.0,28.3,1.9,0.8
Celtis australis,4.5,5.0,19.6,1.3,1.0
Celtis australis,5.0,5.0,19.6,1.5,0.9
Celtis australis,8.0,7.0,38.5,2.4,2.1
Celtis australis,8.0,7.0,38.5,2.4,1.8
Celtis australis,4.5,5.0,19.6,1.3,0.9
Celtis australis,4.5,5.0,19.6,1.3,0.8
Celtis australis,4.0,4.0,12.6,1.2,0.8
Celtis australis,4.0,4.0,12.6,1.2,0.8
Celtis australis,4.0,4.0,12.6,1.2,0.8
Celtis australis,4.0,4.0,12.6,1.2,0.8
Celtis australis,4.0,4.0,12.6,1.2,0.8
Celtis australis,6.0,5.0,19.6,1.8,1.2
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,6.0,4.0,12.6,1.8,0.7
Celtis australis,6.0,4.0,12.6,1.8,0.7
Celtis australis,6.0,4.0,12.6,1.8,0.7
Celtis australis,5.0,2.5,4.9,1.5,0.6
Celtis australis,5.0,2.5,4.9,1.5,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,5.0,2.5,4.9,1.5,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,5.0,2.5,4.9,1.5,0.6
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,4.0,12.6,1.8,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,4.0,12.6,1.8,0.7
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,5.0,6.0,28.3,1.5,1.0
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,5.0,7.0,38.5,1.5,1.1
Celtis australis,6.0,8.0,50.3,1.8,1.5
Celtis australis,6.0,7.0,38.5,1.8,1.3
Celtis australis,7.0,8.0,50.3,2.1,1.0
Celtis australis,7.0,8.0,50.3,2.1,1.1
Celtis australis,8.0,8.0,50.3,2.4,1.7
Celtis australis,7.0,5.0,19.6,2.1,1.5
Celtis australis,6.0,5.0,19.6,1.8,1.2
Celtis australis,7.0,5.0,19.6,2.1,1.5
Celtis australis,6.0,5.0,19.6,1.8,1.3
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,5.0,5.0,19.6,1.5,1.1
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.7
Celtis australis,6.0,4.0,12.6,1.8,0.7
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.7
Celtis australis,4.0,1.5,1.8,1.2,0.4
Celtis australis,4.0,1.5,1.8,1.2,0.4
Celtis australis,3.5,1.5,1.8,1.0,0.4
Celtis australis,3.5,1.0,0.8,1.0,0.4
Celtis australis,3.5,1.0,0.8,1.0,0.5
Celtis australis,10.0,12.0,113.1,3.0,1.3
Celtis australis,10.0,10.0,78.5,3.0,1.3
Celtis australis,12.0,10.0,78.5,3.6,1.9
Celtis australis,8.0,7.0,38.5,2.4,1.0
Celtis australis,7.0,6.0,28.3,2.1,0.9
Celtis australis,9.0,7.0,38.5,2.7,1.0
Celtis australis,9.0,8.0,50.3,2.7,1.2
Celtis australis,9.0,8.0,50.3,2.7,1.2
Celtis australis,8.0,8.0,50.3,2.4,1.0
Celtis australis,7.0,6.0,28.3,2.1,0.9
Celtis australis,3.5,1.5,1.8,1.0,0.5
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,4.0,4.0,12.6,1.2,0.8
Celtis australis,10.0,6.0,28.3,3.0,1.2
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,5.0,5.0,19.6,1.5,0.8
Celtis australis,7.0,6.0,28.3,2.1,1.0
Celtis australis,13.0,10.0,78.5,3.9,2.0
Celtis australis,12.0,8.0,50.3,3.6,1.8
Celtis australis,4.0,1.5,1.8,1.2,0.6
Celtis australis,4.0,1.5,1.8,1.2,0.6
Celtis australis,4.0,1.5,1.8,1.2,0.6
Celtis australis,3.5,2.0,3.1,1.0,0.6
Celtis australis,3.5,1.5,1.8,1.0,0.5
Celtis australis,4.0,4.0,12.6,1.2,0.5
Celtis australis,3.5,1.5,1.8,1.0,0.4
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,3.5,1.5,1.8,1.0,0.5
Celtis australis,7.0,6.0,28.3,2.1,0.9
Celtis australis,11.0,14.0,153.9,3.3,1.2
Celtis australis,9.0,8.0,50.3,2.7,1.7
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,7.0,12.0,113.1,2.1,1.8
Celtis australis,7.0,12.0,113.1,2.1,1.8
Celtis australis,7.0,12.0,113.1,2.1,1.8
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,6.0,9.0,63.6,1.8,1.3
Celtis australis,8.0,11.0,95.0,2.4,1.8
Celtis australis,8.0,9.0,63.6,2.4,1.5
Celtis australis,7.0,9.0,63.6,2.1,1.9
Celtis australis,8.0,11.0,95.0,2.4,2.0
Celtis australis,6.0,8.0,50.3,1.8,1.3
Celtis australis,7.0,11.0,95.0,2.1,1.3
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,7.0,11.0,95.0,2.1,1.3
Celtis australis,4.0,3.0,7.1,1.2,0.9
Celtis australis,4.0,8.0,50.3,1.2,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,5.0,6.0,28.3,1.5,1.3
Celtis australis,3.0,6.0,28.3,0.9,0.9
Celtis australis,6.0,12.0,113.1,1.8,1.5
Celtis australis,3.0,6.0,28.3,0.9,0.9
Celtis australis,6.0,12.0,113.1,1.8,1.5
Celtis australis,6.0,12.0,113.1,1.8,1.8
Celtis australis,5.0,8.0,50.3,1.5,1.5
Celtis australis,5.0,8.0,50.3,1.5,1.5
Celtis australis,4.0,8.0,50.3,1.2,1.8
Celtis australis,9.0,9.0,63.6,2.7,2.0
Celtis australis,7.0,9.0,63.6,2.1,1.3
Celtis australis,5.0,5.0,19.6,1.5,1.3
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,5.0,2.5,4.9,1.5,0.7
Celtis australis,5.0,2.5,4.9,1.5,0.7
Celtis australis,5.0,2.5,4.9,1.5,0.7
Celtis australis,6.0,6.0,28.3,1.8,1.1
Celtis australis,12.0,12.0,113.1,3.6,1.8
Celtis australis,5.0,3.0,7.1,1.5,0.6
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,4.0,2.0,3.1,1.2,0.6
Celtis australis,5.0,2.0,3.1,1.5,0.6
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,18.0,14.0,153.9,5.4,0.3
Celtis australis,5.0,5.0,19.6,1.5,2.0
Celtis australis,10.0,12.0,113.1,3.0,1.4
Celtis australis,8.0,9.0,63.6,2.4,2.2
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,9.0,63.6,1.8,1.3
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,7.0,6.0,28.3,2.1,1.1
Celtis australis,5.0,7.0,38.5,1.5,1.0
Celtis australis,6.0,9.0,63.6,1.8,1.8
Celtis australis,8.0,9.0,63.6,2.4,1.5
Celtis australis,7.0,9.0,63.6,2.1,1.8
Celtis australis,8.0,11.0,95.0,2.4,1.8
Celtis australis,9.0,11.0,95.0,2.7,1.9
Celtis australis,8.0,12.0,113.1,2.4,1.9
Celtis australis,7.0,12.0,113.1,2.1,1.6
Celtis australis,6.0,8.0,50.3,1.8,1.5
Celtis australis,6.0,8.0,50.3,1.8,1.3
Celtis australis,4.0,2.0,3.1,1.2,0.6
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,6.0,5.0,19.6,1.8,0.8
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,10.0,6.0,28.3,3.0,1.2
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,15.0,13.0,132.7,4.5,1.8
Celtis australis,12.0,8.0,50.3,3.6,1.8
Celtis australis,17.0,13.0,132.7,5.1,1.8
Celtis australis,14.0,11.0,95.0,4.2,2.2
Celtis australis,8.0,8.0,50.3,2.4,1.1
Celtis australis,10.0,7.0,38.5,3.0,1.6
Celtis australis,10.0,7.0,38.5,3.0,1.8
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,15.0,12.0,113.1,4.5,2.1
Celtis australis,11.0,9.0,63.6,3.3,1.2
Celtis australis,11.0,7.0,38.5,3.3,1.1
Celtis australis,11.0,7.0,38.5,3.3,0.9
Celtis australis,11.0,4.0,12.6,3.3,0.8
Celtis australis,11.0,4.0,12.6,3.3,0.9
Celtis australis,8.0,8.0,50.3,2.4,1.3
Celtis australis,10.0,10.0,78.5,3.0,1.3
Celtis australis,8.0,8.0,50.3,2.4,1.2
Celtis australis,8.0,8.0,50.3,2.4,1.6
Celtis australis,10.0,10.0,78.5,3.0,1.4
Celtis australis,10.0,10.0,78.5,3.0,1.3
Celtis australis,10.0,10.0,78.5,3.0,1.5
Celtis australis,3.0,1.0,0.8,0.9,0.4
Celtis australis,8.0,8.0,50.3,2.4,1.3
Celtis australis,16.0,9.0,63.6,4.8,1.8
Celtis australis,10.0,10.0,78.5,3.0,1.5
Celtis australis,12.0,14.0,153.9,3.6,2.2
Celtis australis,9.0,8.0,50.3,2.7,1.2
Celtis australis,6.0,8.0,50.3,1.8,1.3
Celtis australis,4.0,1.0,0.8,1.2,0.4
Celtis australis,7.0,9.0,63.6,2.1,1.3
Celtis australis,7.0,7.0,38.5,2.1,1.2
Celtis australis,8.0,8.0,50.3,2.4,1.0
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,7.0,6.0,28.3,2.1,1.0
Celtis australis,7.0,7.0,38.5,2.1,1.0
Celtis australis,9.0,9.0,63.6,2.7,1.2
Celtis australis,8.0,8.0,50.3,2.4,1.1
Celtis australis,6.0,6.0,28.3,1.8,0.9
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.3
Celtis australis,10.0,8.0,50.3,3.0,1.6
Celtis australis,6.0,4.0,12.6,1.8,0.8
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,4.5,3.5,9.6,1.3,0.8
Celtis australis,13.0,10.0,78.5,3.9,1.8
Celtis australis,10.0,8.0,50.3,3.0,1.6
Celtis australis,10.0,8.0,50.3,3.0,1.5
Celtis australis,11.0,9.0,63.6,3.3,1.4
Celtis australis,11.0,10.0,78.5,3.3,2.0
Celtis australis,10.0,9.0,63.6,3.0,1.3
Celtis australis,9.0,8.0,50.3,2.7,1.3
Celtis australis,7.0,7.0,38.5,2.1,1.1
Celtis australis,8.0,7.0,38.5,2.4,1.0
Celtis australis,8.0,10.0,78.5,2.4,1.2
Celtis australis,8.0,8.0,50.3,2.4,1.1
Celtis australis,8.0,6.0,28.3,2.4,1.1
Celtis australis,8.5,6.0,28.3,2.6,1.3
Celtis australis,10.0,8.5,56.7,3.0,1.1
Celtis australis,14.0,9.0,63.6,4.2,0.1
Celtis australis,12.0,8.0,50.3,3.6,0.4
Celtis australis,13.0,10.0,78.5,3.9,1.8
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,13.0,9.0,63.6,3.9,1.6
Celtis australis,13.0,12.0,113.1,3.9,2.1
Celtis australis,14.0,12.0,113.1,4.2,2.1
Celtis australis,15.0,12.0,113.1,4.5,2.2
Celtis australis,15.0,13.0,132.7,4.5,2.1
Celtis australis,13.0,12.0,113.1,3.9,2.1
Celtis australis,13.0,11.0,95.0,3.9,1.9
Celtis australis,14.0,12.0,113.1,4.2,2.1
Celtis australis,15.0,11.5,103.9,4.5,2.1
Celtis australis,14.0,12.0,113.1,4.2,1.9
Celtis australis,14.0,12.0,113.1,4.2,2.0
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,14.0,11.5,103.9,4.2,2.0
Celtis australis,13.0,11.0,95.0,3.9,2.0
Celtis australis,15.0,11.0,95.0,4.5,2.1
Celtis australis,8.0,7.0,38.5,2.4,0.8
Celtis australis,8.0,7.0,38.5,2.4,1.1
Celtis australis,8.0,8.0,50.3,2.4,0.9
Celtis australis,8.0,7.0,38.5,2.4,0.8
Celtis australis,10.0,10.0,78.5,3.0,1.2
Celtis australis,10.0,10.0,78.5,3.0,1.2
Celtis australis,10.0,10.0,78.5,3.0,1.3
Celtis australis,10.0,10.0,78.5,3.0,1.3
Celtis australis,10.0,8.0,50.3,3.0,1.2
Celtis australis,10.0,10.0,78.5,3.0,1.2
Celtis australis,7.0,6.0,28.3,2.1,1.0
Celtis australis,15.0,16.0,201.1,4.5,1.2
Celtis australis,25.0,4.0,12.6,7.5,1.5
Celtis australis,9.0,8.0,50.3,2.7,1.0
Celtis australis,3.0,1.5,1.8,0.9,0.3
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,7.0,10.0,78.5,2.1,1.2
Celtis australis,8.0,7.0,38.5,2.4,0.9
Celtis australis,8.0,7.0,38.5,2.4,0.9
Celtis australis,8.0,7.0,38.5,2.4,1.2
Celtis australis,8.0,5.0,19.6,2.4,0.9
Celtis australis,7.0,6.0,28.3,2.1,1.1
Celtis australis,13.0,14.0,153.9,3.9,2.2
Celtis australis,16.0,9.0,63.6,4.8,1.8
Celtis australis,9.0,3.0,7.1,2.7,0.8
Celtis australis,13.0,13.0,132.7,3.9,1.7
Celtis australis,3.5,4.0,12.6,1.0,0.7
Celtis australis,8.0,7.0,38.5,2.4,0.9
Celtis australis,14.0,11.0,95.0,4.2,2.1
Celtis australis,4.0,1.0,0.8,1.2,0.4
Celtis australis,6.0,5.0,19.6,1.8,1.0
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,5.5,3.0,7.1,1.7,1.1
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,12.0,9.0,63.6,3.6,2.0
Celtis australis,12.0,9.0,63.6,3.6,2.1
Celtis australis,12.0,8.0,50.3,3.6,1.7
Celtis australis,8.0,6.0,28.3,2.4,1.2
Celtis australis,6.0,7.0,38.5,1.8,1.2
Celtis australis,8.0,8.0,50.3,2.4,1.3
Celtis australis,6.0,4.0,12.6,1.8,1.2
Celtis australis,20.0,4.0,12.6,6.0,1.2
Celtis australis,20.0,4.0,12.6,6.0,2.2
Celtis australis,14.0,12.0,113.1,4.2,2.1
Celtis australis,18.0,9.0,63.6,5.4,2.1
Celtis australis,5.0,3.0,7.1,1.5,0.8
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,16.0,14.0,153.9,4.8,2.2
Celtis australis,16.0,12.0,113.1,4.8,2.0
Celtis australis,15.0,11.0,95.0,4.5,2.2
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,13.0,13.0,132.7,3.9,2.0
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,15.0,11.0,95.0,4.5,2.0
Celtis australis,13.0,13.0,132.7,3.9,2.1
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.0,6.0,28.3,2.4,1.1
Celtis australis,5.0,2.0,3.1,1.5,0.5
Celtis australis,11.0,8.0,50.3,3.3,1.4
Celtis australis,8.5,6.0,28.3,2.6,1.1
Celtis australis,13.0,10.0,78.5,3.9,1.6
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,14.0,8.0,50.3,4.2,1.3
Celtis australis,11.0,10.0,78.5,3.3,1.5
Celtis australis,14.0,7.0,38.5,4.2,1.2
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,4.0,4.0,12.6,1.2,0.7
Celtis australis,12.0,9.0,63.6,3.6,1.9
Celtis australis,8.0,6.0,28.3,2.4,1.2
Celtis australis,12.0,10.0,78.5,3.6,1.5
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,5.0,3.0,7.1,1.5,0.6
Celtis australis,7.0,6.0,28.3,2.1,1.0
Celtis australis,20.0,12.0,113.1,6.0,2.0
Celtis australis,8.0,10.0,78.5,2.4,1.3
Celtis australis,6.0,7.0,38.5,1.8,1.0
Celtis australis,4.0,1.0,0.8,1.2,0.4
Celtis australis,4.0,2.0,3.1,1.2,0.6
Celtis australis,8.0,8.0,50.3,2.4,1.1
Celtis australis,7.0,7.0,38.5,2.1,0.9
Celtis australis,12.0,10.0,78.5,3.6,1.1
Celtis australis,6.0,8.0,50.3,1.8,1.1
Celtis australis,8.0,6.0,28.3,2.4,0.9
